dataset,sequence,result_path,result_sha256,diagnostic_path,diagnostic_sha256,frames,diagnostic_records
visdrone,uav0000107_01763_s,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack\e0__official_vitb256_ce_ep300__v1\uav0000107_01763_s.txt,d61b4189938f67cf02a672441fe304bfbad7e38d378b8b36a50e9c48eba5dfd7,,,305,
visdrone,uav0000237_00001_s,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack\e0__official_vitb256_ce_ep300__v1\uav0000237_00001_s.txt,be051fb62ba6d436e80118722ba6478dae72cd87acfb04da0933615f89f621ba,,,599,
visdrone,uav0000175_00697_s,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack\e0__official_vitb256_ce_ep300__v1\uav0000175_00697_s.txt,1a9cd3cb380c344d028016bc2ddd212e850249637c40f7bbd00c876f9f94a90e,,,187,
visdrone,uav0000148_00840_s,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack\e0__official_vitb256_ce_ep300__v1\uav0000148_00840_s.txt,d19d7762027e76d7c0f9d8efdc9da1cee72b08fb6d6bd737455377f44e095df9,,,807,
visdrone,uav0000198_00000_s,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack\e0__official_vitb256_ce_ep300__v1\uav0000198_00000_s.txt,cfe65ea454cc79fd6b704c6932eb110a6b810de01ef037ec9237c75f98d5c6f4,,,1301,
uav123,uav_car13,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack\e0__official_vitb256_ce_ep300__v1\uav_car13.txt,646323d649a36b6e81b5d2fc7385632e7f60902cb3e72fe4e951eda9935b1b4b,,,415,
uav123,uav_person4_1,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack\e0__official_vitb256_ce_ep300__v1\uav_person4_1.txt,86538873f67ee93acad64669e342dea5de8854adb70bf81e3ebf1d5a5d9615a2,,,1501,
uav123,uav_group1_3,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack\e0__official_vitb256_ce_ep300__v1\uav_group1_3.txt,0059f03bee6c9f91eb1ec8c767ffd2897e91a2faea399ff64b3520c14ef2f949,,,1411,
uav123,uav_car9,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack\e0__official_vitb256_ce_ep300__v1\uav_car9.txt,db29db62ced1c5b4cb6378ef4b2d71b0f2567a1ece1f2861fe4b842a8b861159,,,1879,
uav123,uav_person2_2,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack\e0__official_vitb256_ce_ep300__v1\uav_person2_2.txt,50ae3d27487ea264e2e93333dbdbd3e1b87138fe1b1c5e7180b20d77cb4bafe4,,,1435,
