dataset,sequence,result_path,result_sha256,diagnostic_path,diagnostic_sha256,frames,diagnostic_records
visdrone,uav0000222_00900_s,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack_cmc_kf_assoc\m1__official_vitb256_ce_ep300__v5\uav0000222_00900_s.txt,e3b5a43dd2a0349ffac47cb6107962624512fcc3961dca69b0ceb2f89a445c97,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\cmc_kf_candidate\runtime\m1__official_vitb256_ce_ep300__v5\visdrone\uav0000222_00900_s.jsonl,7cd8d776118b1ba7ec5175d30d0997a3f811cc8ec8b4f5225cecb6b3857eef50,1051,1051
visdrone,uav0000238_00001_s,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack_cmc_kf_assoc\m1__official_vitb256_ce_ep300__v5\uav0000238_00001_s.txt,b37c93b2b343082629b49cc7c8fbf25ff3708e89c44552fddf82c87d1b57528b,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\cmc_kf_candidate\runtime\m1__official_vitb256_ce_ep300__v5\visdrone\uav0000238_00001_s.jsonl,2b640b79d6b153199b44fa695bb265fc22264ba5b60d762364e6aa1cffea4c5f,1200,1200
visdrone,uav0000325_01656_s,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack_cmc_kf_assoc\m1__official_vitb256_ce_ep300__v5\uav0000325_01656_s.txt,44345422d782bbb0012ed91918b3fa875febc1d99759108d04166281d46fa314,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\cmc_kf_candidate\runtime\m1__official_vitb256_ce_ep300__v5\visdrone\uav0000325_01656_s.jsonl,d77cccb29f7840eba4c1a86900fbee49a7ce554642ce8e921814d01b5c02467d,346,346
visdrone,uav0000072_08448_s,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack_cmc_kf_assoc\m1__official_vitb256_ce_ep300__v5\uav0000072_08448_s.txt,df291c604b7403dba517d891932803ce04f001fd15e590dc7314bfb96ee978d7,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\cmc_kf_candidate\runtime\m1__official_vitb256_ce_ep300__v5\visdrone\uav0000072_08448_s.jsonl,6d90a79ab36988a131e8221c013f95dcbc77e3606dc97fe4f686d2307267f5b7,145,145
visdrone,uav0000239_11136_s,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack_cmc_kf_assoc\m1__official_vitb256_ce_ep300__v5\uav0000239_11136_s.txt,77f9562726b737883d9d4bdf633d78deeb4555ab2cc088a9ab7cc6b7dee23cab,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\cmc_kf_candidate\runtime\m1__official_vitb256_ce_ep300__v5\visdrone\uav0000239_11136_s.jsonl,60418ce58ebd44072761447b4e46d0df8e70d80fe83230ac699e04d15ad859df,961,961
uav123,uav_building2,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack_cmc_kf_assoc\m1__official_vitb256_ce_ep300__v5\uav_building2.txt,5e4e56fc230ebeede28cceae650269a2ed7f4f7b26b0b740a69df4d94ec35f4e,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\cmc_kf_candidate\runtime\m1__official_vitb256_ce_ep300__v5\uav123\uav_building2.jsonl,8c885338df331b981883c7e69f98b36046dcf70bb5ee4738c580d39f6bc6514c,577,577
uav123,uav_car12,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack_cmc_kf_assoc\m1__official_vitb256_ce_ep300__v5\uav_car12.txt,b49f5778885b0a72a8c408672c098bf26e26d65722626ceaa2a7df555ed1dee6,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\cmc_kf_candidate\runtime\m1__official_vitb256_ce_ep300__v5\uav123\uav_car12.jsonl,9ccc011c27d2a83d0778b8e9c3fee20414f39c02bbfc3835a34f499c31c5e937,499,499
uav123,uav_person3_s,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack_cmc_kf_assoc\m1__official_vitb256_ce_ep300__v5\uav_person3_s.txt,d5b21a51731620c371c8ed624b43d0e73f3ca6a1208eba604c8f13db7e6fc484,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\cmc_kf_candidate\runtime\m1__official_vitb256_ce_ep300__v5\uav123\uav_person3_s.jsonl,a91f2441173fb6a9dbbeb14abcefa8f5ad11ff5cff38ef1ec5d672d225dc1ffb,505,505
uav123,uav_car1_3,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack_cmc_kf_assoc\m1__official_vitb256_ce_ep300__v5\uav_car1_3.txt,5bf9399c78d2c954e5092f6890c81ce9e900941e5764aec78fcb581a49e46a83,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\cmc_kf_candidate\runtime\m1__official_vitb256_ce_ep300__v5\uav123\uav_car1_3.jsonl,e3229a110a5e683e5ea5739826394b9bf851134a8ff13c5d4968c6914c2079eb,1003,1003
uav123,uav_wakeboard2,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\test\tracking_results\ostrack_cmc_kf_assoc\m1__official_vitb256_ce_ep300__v5\uav_wakeboard2.txt,63924e54cbb841dfd519d20df2956020a88add8144f382f65182ea1617f6ae8b,D:\PyCharm\Projects\OSTrack-main-cmc-kf-candidate\output\cmc_kf_candidate\runtime\m1__official_vitb256_ce_ep300__v5\uav123\uav_wakeboard2.jsonl,73fa7990e1c05ed62fe7544164cb5022ba9f619c21a6e1e78e490ed1925371da,733,733
